data_row_id,data_type_id,slug,legacy_table,legacy_model,field,voyager_type,display_name,required,browse,read,edit,add,delete,order,proposed_form_component,proposed_table_component,relationship_model,relationship_table,relationship_type,relationship_column,relationship_key,relationship_label,pivot_table,validation_rule,options_json,details_sha256,details_json,migration_notes
1508,18,orders,orders,"App\Models\Orders",painter_payed,text,"Painter Payed",0,1,1,1,1,1,33,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1509,18,orders,orders,"App\Models\Orders",has_pdf,text,"Has Pdf",0,1,1,1,1,1,34,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1510,18,orders,orders,"App\Models\Orders",painter_comment,text,"Painter Comment",0,1,1,1,1,1,35,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1511,18,orders,orders,"App\Models\Orders",is_show_painter_images,text,"Is Show Painter Images",0,1,1,1,1,1,36,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1512,18,orders,orders,"App\Models\Orders",client_images,text,"Картинки клиента",0,1,1,1,1,1,37,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1513,18,orders,orders,"App\Models\Orders",client_comment,text,"Комментарий клиента",0,1,1,1,1,1,38,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
140,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",id,text,Id,1,0,0,0,0,0,1,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"required; omit from UI unless server-side lifecycle requires it"
1921,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",image,image,Image,0,1,1,1,1,1,2,"FileUpload(image) with legacy-path adapter",ImageColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"preserve existing URLs and derivatives; validate real MIME/decode/size/path"
141,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",name,text,Название,1,1,1,1,1,1,3,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],required
142,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",price,text,Цена,1,1,1,1,1,1,4,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],required
1443,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",hint,text,Подсказка,0,1,1,1,1,1,5,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1440,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",coef_sm,number,Коэффициент-1,0,1,1,1,1,1,6,TextInput(numeric),TextColumn(numeric),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1441,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",coef_md,number,Коэффициент-2,0,1,1,1,1,1,7,TextInput(numeric),TextColumn(numeric),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1442,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",coef_lg,number,Коэффициент-3,0,1,1,1,1,1,8,TextInput(numeric),TextColumn(numeric),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
143,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",created_at,timestamp,"Created At",0,1,1,1,0,1,9,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
144,20,gallery-decorations,gallery_decorations,"App\Models\GalleryDecoration",updated_at,timestamp,"Updated At",0,0,0,0,0,0,10,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"omit from UI unless server-side lifecycle requires it"
151,22,homepage-options,homepage_options,"App\Models\HomepageOption",id,text,Id,1,0,0,0,0,0,1,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"required; omit from UI unless server-side lifecycle requires it"
152,22,homepage-options,homepage_options,"App\Models\HomepageOption",created_at,timestamp,"Created At",0,0,0,0,0,0,2,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"omit from UI unless server-side lifecycle requires it"
153,22,homepage-options,homepage_options,"App\Models\HomepageOption",updated_at,timestamp,"Updated At",0,0,0,0,0,0,3,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"omit from UI unless server-side lifecycle requires it"
154,22,homepage-options,homepage_options,"App\Models\HomepageOption",page_title,text,"Мета заголовок",0,1,1,1,1,1,4,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1466,22,homepage-options,homepage_options,"App\Models\HomepageOption",meta_desc,text,"Мета описание",0,1,1,1,1,1,5,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1925,22,homepage-options,homepage_options,"App\Models\HomepageOption",seo,rich_text_box,Seo,0,0,1,1,1,1,6,"RichEditor with explicit HTML allowlist","TextColumn(html disabled by default)",,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"trusted-content allowlist and XSS/CSP review"
1639,22,homepage-options,homepage_options,"App\Models\HomepageOption",all_sizes,text_area,"Все размеры",0,1,1,1,1,1,7,Textarea,TextColumn(wrap),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1638,22,homepage-options,homepage_options,"App\Models\HomepageOption",all_styles,text_area,"Все стили",0,1,1,1,1,1,8,Textarea,TextColumn(wrap),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
201,22,homepage-options,homepage_options,"App\Models\HomepageOption",fb_share_link_main,text,"Facebook ссылка",0,0,1,1,1,1,9,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
2256,22,homepage-options,homepage_options,"App\Models\HomepageOption",seo_city_title,text,"Seo Город Title",0,1,1,1,1,1,10,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
2257,22,homepage-options,homepage_options,"App\Models\HomepageOption",seo_city_desc,text_area,"Seo Город Desc",0,1,1,1,1,1,11,Textarea,TextColumn(wrap),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
2258,22,homepage-options,homepage_options,"App\Models\HomepageOption",is_cities_on_page,checkbox,"Города на странице",0,1,1,1,1,1,12,"Toggle or Checkbox",IconColumn(boolean),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
204,23,homepage-topslides,homepage_topslides,"App\Models\HomepageTopslide",id,text,Id,1,0,0,0,0,0,1,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"required; omit from UI unless server-side lifecycle requires it"
205,23,homepage-topslides,homepage_topslides,"App\Models\HomepageTopslide",text,text,Заголовок,0,1,1,1,1,1,2,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
206,23,homepage-topslides,homepage_topslides,"App\Models\HomepageTopslide",link,text,Ссылка,0,1,1,1,1,1,3,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
207,23,homepage-topslides,homepage_topslides,"App\Models\HomepageTopslide",created_at,timestamp,"Created At",0,0,1,1,0,1,4,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
208,23,homepage-topslides,homepage_topslides,"App\Models\HomepageTopslide",updated_at,timestamp,"Updated At",0,0,0,0,0,0,5,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"omit from UI unless server-side lifecycle requires it"
237,27,canvas,canvas,"App\Models\Canva",id,text,Id,1,0,0,0,0,0,1,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"required; omit from UI unless server-side lifecycle requires it"
238,27,canvas,canvas,"App\Models\Canva",c_left_title,text,"Заголовок слева",0,0,1,1,1,1,2,TextInput,TextColumn,,,,,,,,,,8cd9711bbb7b756d1190a7639561a46ee615a6ec53f5e77bc051ebd9864481af,"{""display"":{""width"":""6""}}",
239,27,canvas,canvas,"App\Models\Canva",c_left_sub,text,"Подзаголовок слева",0,0,1,1,1,1,3,TextInput,TextColumn,,,,,,,,,,8cd9711bbb7b756d1190a7639561a46ee615a6ec53f5e77bc051ebd9864481af,"{""display"":{""width"":""6""}}",
240,27,canvas,canvas,"App\Models\Canva",c_right_title,text,"Заголовок справа",0,0,1,1,1,1,4,TextInput,TextColumn,,,,,,,,,,a5a3b4f1fa6a55fc8d2ede21d9603a9ff8476063cc9bb7a595afa845bcdba62c,"{""display"":{""width"":""3""}}",
241,27,canvas,canvas,"App\Models\Canva",c_right_1,text,"Что это",0,0,1,1,1,1,5,TextInput,TextColumn,,,,,,,,,,a5a3b4f1fa6a55fc8d2ede21d9603a9ff8476063cc9bb7a595afa845bcdba62c,"{""display"":{""width"":""3""}}",
242,27,canvas,canvas,"App\Models\Canva",c_right_2,text,Требования,0,0,1,1,1,1,6,TextInput,TextColumn,,,,,,,,,,a5a3b4f1fa6a55fc8d2ede21d9603a9ff8476063cc9bb7a595afa845bcdba62c,"{""display"":{""width"":""3""}}",
243,27,canvas,canvas,"App\Models\Canva",c_right_3,text,"Цены и размер",0,0,1,1,1,1,7,TextInput,TextColumn,,,,,,,,,,a5a3b4f1fa6a55fc8d2ede21d9603a9ff8476063cc9bb7a595afa845bcdba62c,"{""display"":{""width"":""3""}}",
244,27,canvas,canvas,"App\Models\Canva",c_right_4,text,"Наши работы",0,0,1,1,1,1,8,TextInput,TextColumn,,,,,,,,,,a5a3b4f1fa6a55fc8d2ede21d9603a9ff8476063cc9bb7a595afa845bcdba62c,"{""display"":{""width"":""3""}}",
245,27,canvas,canvas,"App\Models\Canva",c_right_5,text,"Сервис и к.",0,0,1,1,1,1,9,TextInput,TextColumn,,,,,,,,,,a5a3b4f1fa6a55fc8d2ede21d9603a9ff8476063cc9bb7a595afa845bcdba62c,"{""display"":{""width"":""3""}}",
246,27,canvas,canvas,"App\Models\Canva",c_right_6,text,"Дост. и время",0,0,1,1,1,1,10,TextInput,TextColumn,,,,,,,,,,a5a3b4f1fa6a55fc8d2ede21d9603a9ff8476063cc9bb7a595afa845bcdba62c,"{""display"":{""width"":""3""}}",
247,27,canvas,canvas,"App\Models\Canva",c_right_quest,text,Вопросы,0,0,1,1,1,1,11,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
248,27,canvas,canvas,"App\Models\Canva",c_right_order,text,Заказать,0,0,1,1,1,1,12,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
249,27,canvas,canvas,"App\Models\Canva",created_at,timestamp,"Created At",0,1,1,1,0,1,13,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
250,27,canvas,canvas,"App\Models\Canva",updated_at,timestamp,"Updated At",0,0,0,0,0,0,14,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"omit from UI unless server-side lifecycle requires it"
251,29,canvas-header,canvas_header,"App\Models\CanvasHeader",id,text,Id,1,0,0,0,0,0,1,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"required; omit from UI unless server-side lifecycle requires it"
1825,29,canvas-header,canvas_header,"App\Models\CanvasHeader",name,text,Name,0,1,1,1,1,1,2,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
276,29,canvas-header,canvas_header,"App\Models\CanvasHeader",meta_title,text,"Мета заголовок",0,1,1,1,1,1,3,TextInput,TextColumn,,,,,,,,required|max:255,,d3d0dd9f80d5db5d748826be9869821bf26b93dbd2615e8f782dd1bc0cd39276,"{""validation"":{""rule"":""required|max:255""}}",
1469,29,canvas-header,canvas_header,"App\Models\CanvasHeader",meta_desc,text,"Мета описание",0,1,1,1,1,1,4,TextInput,TextColumn,,,,,,,,max:255,,d6f93a8f833374b96cf5bf1e2d34aeaa6d6baab96b489b4b3b4714dd03ba73d9,"{""validation"":{""rule"":""max:255""}}",
1922,29,canvas-header,canvas_header,"App\Models\CanvasHeader",seo,rich_text_box,Seo,0,0,1,1,1,1,5,"RichEditor with explicit HTML allowlist","TextColumn(html disabled by default)",,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"trusted-content allowlist and XSS/CSP review"
2259,29,canvas-header,canvas_header,"App\Models\CanvasHeader",seo_city_title,text,"Seo Город Title",0,1,1,1,1,1,6,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
2260,29,canvas-header,canvas_header,"App\Models\CanvasHeader",seo_city_desc,text_area,"Seo Город Desc",0,1,1,1,1,1,7,Textarea,TextColumn(wrap),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
2261,29,canvas-header,canvas_header,"App\Models\CanvasHeader",is_cities_on_page,checkbox,"Города на странице",0,1,1,1,1,1,8,"Toggle or Checkbox",IconColumn(boolean),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1675,29,canvas-header,canvas_header,"App\Models\CanvasHeader",ob_price1,number,"Обработка - цена-1",0,1,1,1,1,1,9,TextInput(numeric),TextColumn(numeric),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1676,29,canvas-header,canvas_header,"App\Models\CanvasHeader",ob_price2,number,"Обработка - цена-2",0,1,1,1,1,1,10,TextInput(numeric),TextColumn(numeric),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1677,29,canvas-header,canvas_header,"App\Models\CanvasHeader",ob_price3,number,"Обработка - цена-3",0,1,1,1,1,1,11,TextInput(numeric),TextColumn(numeric),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
252,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_left1,text,"КАНВА h2",0,0,1,1,1,1,12,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
254,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right_top,text,"КАНВАС h1",0,0,1,1,1,1,13,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
253,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_left2,text,"СТИЛЬНЫЙ ЭЛЕМЕНТ ИНТЕРЕРА h4",0,0,1,1,1,1,14,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1180,29,canvas-header,canvas_header,"App\Models\CanvasHeader",sizes_30x40,text,Размеры-1,0,1,1,1,1,1,15,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1181,29,canvas-header,canvas_header,"App\Models\CanvasHeader",sizes_38x38,text,Размеры-2,0,0,1,1,1,1,16,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1182,29,canvas-header,canvas_header,"App\Models\CanvasHeader",sizes_40x30,text,Размеры-3,0,0,1,1,1,1,17,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
2239,29,canvas-header,canvas_header,"App\Models\CanvasHeader",sizes_60x30,text,"Размеры-4 панорама",0,1,1,1,1,1,18,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1170,29,canvas-header,canvas_header,"App\Models\CanvasHeader",our_works,media_picker,"Наши работы",0,1,1,1,1,1,19,"Custom ExistingPathMediaPicker","Image/File summary column",,,,,,,,,,d561c9ac700d1123ed43e7cb87066971a55d25751d21ef83306e82f98aef6be5,"{""max"":100,""min"":0,""expanded"":true,""show_folders"":true,""show_toolbar"":true,""allow_upload"":true,""allow_move"":true,""allow_delete"":true,""allow_create_folder"":true,""allow_rename"":true,""allow_crop"":true,""allowed"":[""image/jpeg"",""image/png"",""image/bmp""],""hide_thumbnails"":false,""quality"":90}","preserve existing URLs and derivatives; validate real MIME/decode/size/path"
255,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right1,text,"ЧТО ЭТО ТАКОЕ",0,0,1,1,1,1,20,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
256,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right2,text,ТРЕБОВАНИЯ,0,0,1,1,1,1,21,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
257,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right3,text,"ЦЕНЫ И РАЗМЕРЫ",0,0,1,1,1,1,22,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
258,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right4,text,"НАШИ РАБОТЫ",0,0,1,1,1,1,23,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
259,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right5,text,"СЕРВИС И КАЧЕСТВО",0,0,1,1,1,1,24,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
260,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right6,text,"ДОСТАВКА И ВРЕМЯ",0,0,1,1,1,1,25,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
261,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right1_quest_title,text,ВОПРОСЫ:,0,0,1,1,1,1,26,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
262,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_right_order_title,text,ЗАКАЗАТЬ,0,0,1,1,1,1,27,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
263,29,canvas-header,canvas_header,"App\Models\CanvasHeader",created_at,timestamp,"Created At",0,0,1,1,0,1,28,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
264,29,canvas-header,canvas_header,"App\Models\CanvasHeader",updated_at,timestamp,"Updated At",0,0,0,0,0,0,29,"DateTimePicker or read-only Placeholder",TextColumn(dateTime),,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"omit from UI unless server-side lifecycle requires it"
430,29,canvas-header,canvas_header,"App\Models\CanvasHeader",calc_sub_title,text,"Подзаголовок калькулятора",0,0,1,1,1,1,30,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
443,29,canvas-header,canvas_header,"App\Models\CanvasHeader",calc_tab_1_main_title,text,"Выберите продукт",0,0,1,1,1,1,31,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
444,29,canvas-header,canvas_header,"App\Models\CanvasHeader",calc_tab_2_main_title,text,"В интерьере",0,0,1,1,1,1,32,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
431,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab1_title,text,"Выберите продукт",0,0,1,1,1,1,33,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
432,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab2_title,text,"Выберите форму",0,0,1,1,1,1,34,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
433,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab3_title,text,"Выберите размер",0,0,1,1,1,1,35,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
434,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab4_title,text,"Выберите эффекты",0,0,1,1,1,1,36,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1064,29,canvas-header,canvas_header,"App\Models\CanvasHeader",choose_pack,text,"Выберите упаковку",0,0,1,1,1,1,37,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
435,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab5_title,text,"Тип исполнения",0,0,1,1,1,1,38,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
436,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab6_title,text,"Вид холста",0,0,1,1,1,1,39,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
437,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab7_title,text,"Худ. оформление",0,0,1,1,1,1,40,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
438,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_tab8_title,text,Комментарии,0,0,1,1,1,1,41,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
439,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_eff_origin,text,"Эф. оригинал",0,0,1,1,1,1,42,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
440,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_eff_cb,text,"Эф. чб.",0,0,1,1,1,1,43,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
441,29,canvas-header,canvas_header,"App\Models\CanvasHeader",c_eff_sepia,text,"Эф. сепиа",0,0,1,1,1,1,44,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
445,29,canvas-header,canvas_header,"App\Models\CanvasHeader",tear_away_text,text,"текст отложить",0,0,1,1,1,1,45,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
446,29,canvas-header,canvas_header,"App\Models\CanvasHeader",share_text,text,"текст поделиться",0,0,1,1,1,1,46,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
677,29,canvas-header,canvas_header,"App\Models\CanvasHeader",load_btn_text,text,"Текст кн. загрузить",0,0,1,1,1,1,47,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
1063,29,canvas-header,canvas_header,"App\Models\CanvasHeader",person_count,text,"Person Count",0,0,1,1,1,1,48,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
265,33,canvas-what,canvas_what,"App\Models\CanvasWhat",id,text,Id,1,0,0,0,0,0,1,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],"required; omit from UI unless server-side lifecycle requires it"
266,33,canvas-what,canvas_what,"App\Models\CanvasWhat",title,text,"ЧТО ТАКОЕ КАНВАС?",0,1,1,1,1,1,2,TextInput,TextColumn,,,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,[],
