menu_item_id,status,title,legacy_path,parent_id,order,legacy_route,legacy_url,legacy_target,legacy_icon,matched_slug,target_surface,proposed_target_class,navigation_group,visibility_contract,authorization_contract,disposition,required_test
74,1,Канвас,"КАНВА И КОЛЛАЖ > Канвас",121,1,,,_self,,,"Navigation group","AdminPanelProvider navigationGroups()","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
255,1,"Photo Improvements","КАНВА И КОЛЛАЖ > Канвас > Photo Improvements",74,4,voyager.canvas-photo-improvements.index,,_self,,canvas-photo-improvements,Resource,"App\Filament\Clusters\Catalog\Resources\CanvasPhotoImprovementsResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
191,1,"Новые медиа","КАНВА И КОЛЛАЖ > Канвас > Новые медиа",74,2,,/admin/canvas-new/1/edit,_self,,canvas-new,Resource,"App\Filament\Clusters\Catalog\Resources\CanvasNewResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
73,1,Общее,"КАНВА И КОЛЛАЖ > Канвас > Общее",74,1,,/admin/canvas-header/1/edit,_self,,canvas-header,Resource,"App\Filament\Clusters\Content\Resources\CanvasHeaderResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
215,1,"Слайдер Канва","КАНВА И КОЛЛАЖ > Канвас > Слайдер Канва",74,3,voyager.canvas-slider.index,,_self,,canvas-slider,Resource,"App\Filament\Clusters\Content\Resources\CanvasSliderResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
198,1,"Коллаж New","КАНВА И КОЛЛАЖ > Коллаж New",121,2,,,_self,,,"Navigation group","AdminPanelProvider navigationGroups()","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
200,1,"Ваш ЗАКАЗ будет состоять из","КАНВА И КОЛЛАЖ > Коллаж New > Ваш ЗАКАЗ будет состоять из",198,4,voyager.a-collage-order-screen.index,,_self,,a-collage-order-screen,Resource,"App\Filament\Clusters\Content\Resources\ACollageOrderScreenResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
209,1,"Генератор Стикеры","КАНВА И КОЛЛАЖ > Коллаж New > Генератор Стикеры",198,9,voyager.a-collage-stiker.index,,_self,,a-collage-stiker,Resource,"App\Filament\Clusters\Catalog\Resources\ACollageStikerResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
208,1,"Генератор Стикеры Категории","КАНВА И КОЛЛАЖ > Коллаж New > Генератор Стикеры Категории",198,8,voyager.a-collage-sticker-group.index,,_self,,a-collage-sticker-group,Resource,"App\Filament\Clusters\Catalog\Resources\ACollageStickerGroupResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
207,1,"Генератор Фоны","КАНВА И КОЛЛАЖ > Коллаж New > Генератор Фоны",198,7,voyager.a-collage-fons.index,,_self,,a-collage-fons,Resource,"App\Filament\Clusters\Catalog\Resources\ACollageFonsResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
206,1,"Генератор Цвета","КАНВА И КОЛЛАЖ > Коллаж New > Генератор Цвета",198,6,voyager.a-collage-generator-colors.index,,_self,,a-collage-generator-colors,Resource,"App\Filament\Clusters\Catalog\Resources\ACollageGeneratorColorsResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
210,1,"Общие настройки","КАНВА И КОЛЛАЖ > Коллаж New > Общие настройки",198,10,voyager.a-collage-head.index,,_self,,a-collage-head,Resource,"App\Filament\Clusters\Content\Resources\ACollageHeadResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
199,1,"Популярные фотоколлажи","КАНВА И КОЛЛАЖ > Коллаж New > Популярные фотоколлажи",198,3,voyager.a-collage-popular-screen.index,,_self,,a-collage-popular-screen,Resource,"App\Filament\Clusters\Content\Resources\ACollagePopularScreenResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
205,1,"Почему стоит выбрать КОЛЛАЖ? Примеры","КАНВА И КОЛЛАЖ > Коллаж New > Почему стоит выбрать КОЛЛАЖ? Примеры",198,5,voyager.a-collage-why-screen.index,,_self,,a-collage-why-screen,Resource,"App\Filament\Clusters\Content\Resources\ACollageWhyScreenResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
197,1,"Преимущества VIAR","КАНВА И КОЛЛАЖ > Коллаж New > Преимущества VIAR",198,2,voyager.a-collage-advantage-screen.index,,_self,,a-collage-advantage-screen,Resource,"App\Filament\Clusters\Content\Resources\ACollageAdvantageScreenResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
196,1,Слайдер,"КАНВА И КОЛЛАЖ > Коллаж New > Слайдер",198,1,voyager.a-collage-slider.index,,_self,,a-collage-slider,Resource,"App\Filament\Clusters\Content\Resources\ACollageSliderResource","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
105,1,"Модульные картины","КАНВА И КОЛЛАЖ > Модульные картины",121,3,,,_self,,,"Navigation group","AdminPanelProvider navigationGroups()","КАНВА И КОЛЛАЖ","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
123,1,Общее,Общее,112,1,,/admin/graph-por-styl-page/1/edit,_self,,graph-por-styl-page,Resource,"App\Filament\Clusters\Content\Resources\GraphPorStylPageResource",Общее,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
115,1,Общее,Общее,116,1,,/admin/oil-header/1/edit,_self,,oil-header,Resource,"App\Filament\Clusters\Content\Resources\OilHeaderResource",Общее,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
189,1,"Общие Страницы","Общие Страницы",,10,,,_self,voyager-treasure-open,,"Navigation group","AdminPanelProvider navigationGroups()","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
88,1,"Faq описание","Общие Страницы > Faq описание",189,10,,/admin/page-faq-desc/1/edit,_self,,page-faq-desc,Resource,"App\Filament\Clusters\Content\Resources\PageFaqDescResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
14,1,"LV-Latvia LT-Lietuva","Общие Страницы > LV-Latvia LT-Lietuva",189,19,voyager.locales.index,,_self,,locales,"Custom Page + versioned publisher","App\Filament\Clusters\Translations\Pages\LocaleManager","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
150,1,"PDF отчет","Общие Страницы > PDF отчет",189,18,,/admin/order-strings/1/edit,_self,voyager-news,order-strings,Resource,"App\Filament\Clusters\Crm\Resources\OrderStringsResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
165,1,"Url страниц","Общие Страницы > Url страниц",189,21,voyager.page-slugs.index,,_self,,page-slugs,Resource,"App\Filament\Clusters\Seo\Resources\PageSlugsResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
122,1,БЛОГ,"Общие Страницы > БЛОГ",189,1,,,_self,,,"Navigation group","AdminPanelProvider navigationGroups()","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
94,1,"Блог - Мета Теги","Общие Страницы > БЛОГ > Блог - Мета Теги",122,2,,/admin/blog/1/edit,_self,,blog,Resource,"App\Filament\Clusters\Content\Resources\BlogResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
232,1,"Блог Автор","Общие Страницы > БЛОГ > Блог Автор",122,7,voyager.blog-authors.index,,_self,,blog-authors,Resource,"App\Filament\Clusters\Content\Resources\BlogAuthorsResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
224,1,"Блог блоки для категорий","Общие Страницы > БЛОГ > Блог блоки для категорий",122,4,voyager.blog-categories-short-blocks.index,,_self,,blog-categories-short-blocks,Resource,"App\Filament\Clusters\Content\Resources\BlogCategoriesShortBlocksResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
223,1,"Блог категории","Общие Страницы > БЛОГ > Блог категории",122,3,voyager.blog-categories.index,,_self,,blog-categories,Resource,"App\Filament\Clusters\Content\Resources\BlogCategoriesResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
231,1,"Блог реклама","Общие Страницы > БЛОГ > Блог реклама",122,6,voyager.blog-reklama.index,,_self,,blog-reklama,Resource,"App\Filament\Clusters\Content\Resources\BlogReklamaResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
229,1,"Блог типы Рекламы","Общие Страницы > БЛОГ > Блог типы Рекламы",122,5,voyager.blog-reklama-type.index,,_self,,blog-reklama-type,Resource,"App\Filament\Clusters\Content\Resources\BlogReklamaTypeResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
93,1,Блог-Статьи,"Общие Страницы > БЛОГ > Блог-Статьи",122,1,voyager.blog-posts.index,,_self,,blog-posts,Resource,"App\Filament\Clusters\Content\Resources\BlogPostsResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
87,1,"Вопросы и ответы","Общие Страницы > Вопросы и ответы",189,9,voyager.page-faq.index,,_self,,page-faq,Resource,"App\Filament\Clusters\Content\Resources\PageFaqResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
233,1,"Изготовление время и цена","Общие Страницы > Изготовление время и цена",189,17,voyager.a-production-time.index,,_self,,a-production-time,Resource,"App\Filament\Clusters\Commerce\Resources\AProductionTimeResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
48,1,"Инфо Страницы","Общие Страницы > Инфо Страницы",189,8,voyager.pages.index,,_self,,pages,Resource,"App\Filament\Clusters\Content\Resources\PagesResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
192,1,"Канал продаж","Общие Страницы > Канал продаж",189,16,voyager.a-order-from.index,,_self,,a-order-from,Resource,"App\Filament\Clusters\Crm\Resources\AOrderFromResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
147,1,Корзина,"Общие Страницы > Корзина",189,3,,,_self,voyager-basket,,"Navigation group","AdminPanelProvider navigationGroups()","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
220,1,"Доставка Самовывоз","Общие Страницы > Корзина > Доставка Самовывоз",147,2,voyager.delivery-pickup-at-viar-workshop.index,,_self,,delivery-pickup-at-viar-workshop,Resource,"App\Filament\Clusters\Commerce\Resources\DeliveryPickupAtViarWorkshopResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
148,1,Страны/телефоны,"Общие Страницы > Корзина > Страны/телефоны",147,1,voyager.country-tels.index,,_self,,country-tels,Resource,"App\Filament\Clusters\Content\Resources\CountryTelsResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
68,1,"Меню в footer","Общие Страницы > Меню в footer",189,14,,/admin/menus/3/builder,_self,voyager-list-add,menus,Resource,"App\Filament\Clusters\Content\Resources\MenusResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
71,1,"Меню в header","Общие Страницы > Меню в header",189,13,,/admin/menus/2/builder,_self,voyager-list-add,menus,Resource,"App\Filament\Clusters\Content\Resources\MenusResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
237,1,"Наша Команда","Общие Страницы > Наша Команда",189,7,voyager.our-team.index,,_self,,our-team,Resource,"App\Filament\Clusters\Content\Resources\OurTeamResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
160,1,"Оставить отзыв","Общие Страницы > Оставить отзыв",189,12,,/admin/send-rev/1/edit,_self,,send-rev,Resource,"App\Filament\Clusters\Crm\Resources\SendRevResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
92,1,Отзывы,"Общие Страницы > Отзывы",189,11,voyager.our-works.index,,_self,,our-works,Resource,"App\Filament\Clusters\Catalog\Resources\OurWorksResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
238,1,"Офисы - Адреса","Общие Страницы > Офисы - Адреса",189,5,voyager.address.index,,_self,,address,Resource,"App\Filament\Clusters\Content\Resources\AddressResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
162,1,Партнерство,"Общие Страницы > Партнерство",189,15,voyager.page-partnership.index,,_self,,page-partnership,Resource,"App\Filament\Clusters\Content\Resources\PagePartnershipResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
234,1,"Рабочий процесс","Общие Страницы > Рабочий процесс",189,6,voyager.our-working-process.index,,_self,,our-working-process,Resource,"App\Filament\Clusters\Content\Resources\OurWorkingProcessResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
142,1,Скидки/Акции,"Общие Страницы > Скидки/Акции",189,2,,,_self,voyager-pizza,,"Navigation group","AdminPanelProvider navigationGroups()","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
141,1,Купоны,"Общие Страницы > Скидки/Акции > Купоны",142,2,voyager.coupons.index,,_self,,coupons,Resource,"App\Filament\Clusters\Catalog\Resources\CouponsResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
145,1,Номиналы,"Общие Страницы > Скидки/Акции > Номиналы",142,4,voyager.gift-card-noms.index,,_self,,gift-card-noms,Resource,"App\Filament\Clusters\Commerce\Resources\GiftCardNomsResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
144,1,"Подарочная карта","Общие Страницы > Скидки/Акции > Подарочная карта",142,3,,/admin/gift-card/1/edit,_self,,gift-card,Resource,"App\Filament\Clusters\Commerce\Resources\GiftCardResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
139,1,Скидки,"Общие Страницы > Скидки/Акции > Скидки",142,1,,/admin/stocks/1/edit,_self,,stocks,Resource,"App\Filament\Clusters\Catalog\Resources\StocksResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
194,1,"Цвет статуса для художника","Общие Страницы > Цвет статуса для художника",189,20,voyager.a-painter-images-status.index,,_self,,a-painter-images-status,Resource,"App\Filament\Clusters\Crm\Resources\APainterImagesStatusResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
195,1,"Э-почта Топ продажи","Общие Страницы > Э-почта Топ продажи",189,4,voyager.a-mail-top-sale.index,,_self,,a-mail-top-sale,Resource,"App\Filament\Clusters\Content\Resources\AMailTopSaleResource","Общие Страницы","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
252,1,Отзывы,Отзывы,,17,voyager.reviews.index,,_self,,reviews,Resource,"App\Filament\Clusters\Content\Resources\ReviewsResource",Отзывы,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
135,1,ПОРТРЕТЫ,ПОРТРЕТЫ,,5,,,_self,voyager-file-text,,"Navigation group","AdminPanelProvider navigationGroups()",ПОРТРЕТЫ,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
120,1,"Картины до/после","ПОРТРЕТЫ > Картины до/после",135,2,voyager.port-before-after.index,,_self,,port-before-after,Resource,"App\Filament\Clusters\Content\Resources\PortBeforeAfterResource",ПОРТРЕТЫ,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
217,1,"Слайдеры для портретов","ПОРТРЕТЫ > Слайдеры для портретов",135,3,voyager.portrait-slider.index,,_self,,portrait-slider,Resource,"App\Filament\Clusters\Content\Resources\PortraitSliderResource",ПОРТРЕТЫ,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
133,1,"Товары Графические портреты","ПОРТРЕТЫ > Товары Графические портреты",135,1,,/admin/gallery-items/?type=5,_self,,gallery-items,Resource,"App\Filament\Clusters\Catalog\Resources\GalleryItemsResource",ПОРТРЕТЫ,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
13,1,"Перевод страниц","Перевод страниц",,2,,/admin/translations,_self,voyager-book,translations,"Translation manager Page","App\Filament\Clusters\Translations\Pages\TranslationManager","Перевод страниц","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_versioned_publisher,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
69,1,Пользователи,Пользователи,,3,,,_self,voyager-person,,"Navigation group","AdminPanelProvider navigationGroups()",Пользователи,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_group,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
143,1,Активности,"Пользователи > Активности",69,1,voyager.order-action.index,,_self,voyager-basket,order-action,"Server-side Resource","App\Filament\Clusters\Crm\Resources\OrderActionResource",Пользователи,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
168,1,Клиенты,"Пользователи > Клиенты",69,4,,/admin/user_filter,_self,voyager-person,user_filter,"Custom Page/Action","Resolve through appendix-filament-custom-route-map.csv",Пользователи,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",needs_route_linkage_review,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
